product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Inkjetprinters,"Brother MFC-J480DW","Met de Brother MFC-J480DW print, scan, kopieer en fax je vanaf smartphone, pc of tablet. Deel de printer eenvoudig in je netwerk via het wifi. Zo maak je met meerdere mensen in huis gebruik van dezelfde printer, en kun je de printer op elke gewenste plek plaatsen. Deze Brother printer werkt ook met programma's als Google Cloud Print, Dropbox en Evernote, waardoor je minder handelingen uit hoeft te voeren om de bestanden op de gewenste plek te krijgen.","93,99","Brother","MFC-J480DW","None","Inkjet","A4","6000 x 1200","12 ppm","10 ppm","0,128 GB","40 cm x 34,1 cm x 17,2 cm","10,1 kg"
Laserprinters,"Samsung Xpress SL-C480FW","Met de Samsung Xpress SL-C480FW hoef jij nooit lang te wachten op jouw printjes. De printer heeft NFC en wifi, zodat jij eenvoudig draadloos opdrachten naar je printer verstuurt vanaf je smartphone of tablet. De kwaliteit van tekstdocumenten is zeer goed: dankzij de hoge printresolutie zijn zelfs kleine lettertypen goed leesbaar. Het scannen en faxen van documenten gaat via de flatbed-scanner of geautomatiseerd via de automatische documentinvoer (ADF).","299,-","Samsung","SL-C480FW/SEE","None","Laser","A4","2400 x 600","18 ppm","4 ppm","None","40,6 cm x 36,2 cm x 28,9 cm","12,9 kg"
Labelprinters,"DYMO LabelManager 210D","Hij is zeer compact, eenvoudig in gebruik en een aanvulling op ieder bureau. Het is de DYMO LabelManager 210D, een labelprinter met een QWERTY-toetsenbord. Iedereen die bekend is met een pc-toetsenbord kan dus zo aan de slag met labels. Verder beschikt de kleine DYMO LabelManager 210D over sneltoetsen voor symbolen en diakritische tekens, een groot beeldscherm en 6 lettergroottes, 7 stijlen en 8 verschillende kaders om labels naar eigen stijl te maken. Heb je hem even niet nodig? Dan schakelt de draadloze printer zichzelf automatisch uit om batterijen te besparen.","43,-","Dymo","S0784430","None","None","None","180 x 180","None","None","None","15,5 cm x 16,5 cm x 6,4 cm","0,812 kg"
Inkjetprinters,"Epson WorkForce Pro WF-5110DW","Goed gereedschap is het halve werk. Met de Epson WorkForce Pro WF-5110DW heb jij de juiste printer om jouw taken snel uit te voeren. Een printsnelheid van 20 pagina's per minuut, een netwerk- en wifi-verbinding, een standaard capaciteit van 330 pagina's en de mogelijkheid automatisch dubbelzijdig te printen, maken deze printer geschikt voor grote volumes. Print zoveel je wilt: deze inkjet gebruikt namelijk minder energie en heeft lagere kosten per pagina dan vergelijkbare laserprinters.","179,99","Epson","C11CD12301","None","Inkjet","A4","4800 x 1200","20 ppm","20 ppm","None","46,1 cm x 44,2 cm x 28,4 cm","11,3 kg"
Inkjetprinters,"Epson Expression Photo XP-8500","De Epson Expression Photo XP-8500 is een fotoprinter voor hobbyfotografen. Dankzij 6 aparte kleurencartridges, waaronder licht magenta en licht cyaan, zien huidskleuren, blauwe luchten en zeeën er gedetailleerd uit. Bovendien print je foto's rechtstreeks vanaf je geheugenkaart, zonder tussenkomst van een computer. Zo ga je van je camera in één moeite door naar je printer. Op het ingebouwde kleuren touchscreen kies je meteen de kiekjes die je wilt afdrukken. Door 2 afzonderlijke papierladen bewaar je fotopapier en vellen voor tekstprints gescheiden, je printer pakt dan automatisch het geschikte papier. Printopdrachten sturen doe je draadloos via wifi vanaf je laptop, smartphone of tablet. En doordat de printer een compact ontwerp heeft zonder uitstekende onderdelen zet je het apparaat netjes weg als je deze niet gebruikt.","179,99","Epson","C11CG17402","None","Inkjet","A4","5760 x 1400","9,5 ppm","9 ppm","None","34,9 cm x 34 cm x 14,2 cm","6,7 kg"
Inkjetprinters,"Epson WorkForce WF-7210DTW","De Epson WorkForce WF-7210 is een A3 inkjet kantoorprinter voor kleinzakelijke omgevingen zoals ontwerpbureau's. Het apparaat print flyers, posters en ander beeldmateriaal in maximaal A3 formaat. De printer drukt met een snelheid van 32 zwarte en 20 kleuren pagina's per minuut af. Bovendien print het apparaat dubbelzijdig waardoor je papier bespaart. Plaats papier in één van de 2 papierlades en je print tot 500 papiervellen achter elkaar door. De printer kiest daardoor vanzelf A4 papier voor tekstprints en A3 papier voor grote prints. Stuur vanaf je smartphone of laptop via wifi een printopdracht naar je printer of sluit deze aan via een netwerkkabel.","174,99","Epson","C11CG38402","None","Inkjet","A3","4800 x 2400","18 ppm","10 ppm","None","56,7 cm x 42,4 cm x 30,4 cm","15,58 kg"
Laserprinters,"Lexmark MX417DE","De Lexmark MX417DE laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt tekstdocumenten op een hoog tempo van wel 33 pagina's per minuut. Naast het printen, scan, kopieer en fax je al je documenten. En om meer papier te besparen druk je je documenten zelfs automatisch dubbelzijdig af. Staat je laptop of pc al uit? Voer dan op het 10,9 cm grote touchscreen je printtaken uit zonder tussenkomst van je pc. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Heb je een iPhone of iPad? Verstuur je de printopdrachten draadloos via AirPrint.","239,-","Lexmark","35SC746","None","Laser","A4","1200 x 1200","38 ppm","None","None","39,9 cm x 47,2 cm x 46,8 cm","20 kg"
Laserprinters,"Xerox Phaser 6510DNI","Druk al je zakelijk rapporten af met de Xerox Phaser 6510DNI ledprinter. Stuur je printopdrachten door via wifi of vanaf een op het netwerk aangesloten pc. Via e-mail printing print je de opdracht rechtstreeks vanaf je telefoon, zonder dat je de pc hoeft op te starten. Stel de CentreWare services in, zodat je netwerkbeheerder een waarschuwing ontvangt wanneer de printer niet functioneert.","229,-","Xerox","6510V_DNI","None","Led technologie","A4","2400 x 1200","28 ppm","28 ppm","None","48,3 cm x 47 cm x 34,7 cm","23,8 kg"
Inkjetprinters,"Ricoh SG 3110DNw","De Ricoh SG 3110DNw inkjetprinter misstaat niet in een (thuis)kantoor. Verbind de printer via wifi en verstuur al je documenten draadloos binnen het bereik van je wifi netwerk. Met een papierlade van 850 vellen ben je minder vaak papier aan het bijvullen. Druk al je documenten in zwart of kleur af met een snelheid van 12 pagina's per minuut. En print je alles automatisch dubbelzijdig af dan bespaar je verder zelfs op papiergebruik. De LiquidGel techniek zorgt er verder voor dat de inkt snel droogt na het afdrukken. Zo voorkom je inktvegen op je printjes.","Vanaf 186,-","Ricoh","906306","None","Inkjet","A4","3600 x 1200","12 ppm","12 ppm","0,128 GB","39,9 cm x 43,7 cm x 21,3 cm","10,5 kg"
Labelprinters,"Dymo LabelWriter 450 Duo","Als je dacht dat een labelprinter 'slechts' een eenvoudig apparaatje is dat zich nauwelijks laat vernieuwen, heb je het goed mis. Zie hier de Dymo LabelWriter 450 Duo, een machientje dat iedere etiketteer- of mailingtaak aankan. Dit uiteraard dankzij zijn dubbele printeenheid. Welke je ook kiest, de Dymo LabelWriter 450 Duo drukt met evenveel gemak één als honderd labels af zonder onnodig etikettenvellen te verspillen. En dan maakt het niet uit of deze adres-, verzend-, ordner-, naambadge- of barcode-etiketten zijn.","159,99","Dymo","S0838920","None","None","None","600 x 300","None","None","None","14 cm x 19,7 cm x 18,3 cm","1,36 kg"
Labelprinters,"DYMO LabelWriter 450 Twin Turbo","Als je dacht dat een labelprinter 'slechts' een eenvoudig apparaatje is dat zich niet laat vernieuwen, heb je het goed mis. Zie hier de DYMO LabelWriter 450 Twin Turbo, een machine met twee etikettenrollen, zodat je in dezelfde tijd letterlijk twee maal zoveel stickers produceert. Druk bijvoorbeeld adreslabels af zonder van rol te hoeven veranderen. Of print grote aantallen sneller af door twee rollen van hetzelfde etiket te laden. De DYMO LabelWriter 450 Twin Turbo schakelt automatisch naar de tweede rol over wanneer de eerste opgebruikt is. Handig!","169,-","Dymo","S0838870","None","None","None","600 x 300","None","None","None","21,7 cm x 18,7 cm x 13,4 cm","1,12 kg"
Laserprinters,"Lexmark MX317DN","De Lexmark MX317DN laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt tekstdocumenten op een hoog tempo van wel 33 pagina's per minuut. Naast het printen, scan, kopieer en fax je al je documenten. En om meer papier en tijd te besparen druk je je documenten zelfs automatisch dubbelzijdig af met behulp van de automatische documentinvoer. Daarnaast lees je op het 6 cm grote kleurenscherm de informatie af van je printopdrachten. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Heb je een iPhone of iPad? Verstuur je de printopdrachten draadloos via AirPrint.","156,99","Lexmark","35SC745","None","Laser","A4","1200 x 1200","33 ppm","None","None","39,9 cm x 47,2 cm x 46,8 cm","20 kg"
Laserprinters,"Brother HL-3140CW","De Brother HL-3140CW is een compacte LED kleurenprinter met wifi functionaliteit. Daardoor print je vanaf je smartphone of tablet rechtstreeks via Brother iPrint, Apple AirPrint of Google Cloud Print. De printer drukt tot 18 pagina's af per minuut, in zowel kleur als zwart-wit. Bovendien maakt deze Brother LED printer gebruik van gescheiden toners. Hierdoor bespaar je op de printkosten, omdat je alleen de lege kleur hoeft te vervangen.","149,-","Brother","HL-3140CW","None","Led technologie","A4","2400 x 600","18 ppm","18 ppm","None","41 cm x 46,5 cm x 24 cm","17,4 kg"
Inkjetprinters,"HP OfficeJet Pro 8218 (J3P68A)","De HP OfficeJet Pro 8218 (J3P68A) is een inkjetprinter voor op een kantoor met maximaal 10 werknemers. De printer ondersteunt papierformaten zo licht als een normaal A4 tot aan dik fotopapier. Door de HP Jetadmin software houd je als systeembeheerder op afstand het inktniveau en papierverbruik in de gaten. Dankzij twee papierladen waar elk 250 vellen ingaan, vul je het papier minder vaak bij. Plaats in lade 1 normaal printpapier en in lade 2 enveloppen. Zo hoef je niet handmatig het type papier om te wisselen. Stel je printerinstellingen in via de HP app en print voortaan over wifi. De printer drukt automatisch dubbelzijdig af waardoor je papier bespaart.","143,99","HP","J3P68A","None","Inkjet","A4","1200 x 1200","20 ppm","16 ppm","0,256 GB","48,8 cm x 42,8 cm x 28,9 cm","11,48 kg"
Laserprinters,"Epson WorkForce AL-M300DN","De Epson WorkForce AL-M300DN is een snelle zwart-wit laserprinter voor grote kantoren. Dankzij de hoge afdruksnelheid van 35 pagina's per minuut hoef je niet lang te wachten voordat rapporten, facturen en hand-outs geprint zijn. Het apparaat is ook nog eens efficiënt omdat deze papier dubbelzijdig afdrukt. Bovendien hoef je door de grote papierlade van 300 papiervellen niet vaak papier aan te vullen. De printer heeft een printvolume van 100.000 pagina's per maand en is daarom geschikt als je vaak print. Je sluit de printer via netwerkkabel aan, waardoor je vanaf elk apparaat in je netwerk print. Of print draadloos vanaf een mobiel apparaat zoals laptop of smartphone via de Epson iPrint app.","109,-","Epson","C11CC64011","None","Laser","A4","1200 x 1200","35 ppm","None","0,128 GB","39,3 cm x 42,6 cm x 27,7 cm","12 kg"
Inkjetprinters,"HP OfficeJet Pro 7730 All-in-one","De HP OfficeJet Pro 7730 All-in-one is een zakelijke A3 printer voor thuiskantoren of kleine bedrijven. Dankzij de extra papierlade met een capaciteit van 250 vellen print je in totaal 500 papiervellen. Maak randloze prints en druk je brochures, posters en ander beeldmateriaal af in hoge kwaliteit dankzij de printresolutie van 4.800 bij 1.200 dpi. Het apparaat is met een snelheid van 22 pagina's per minuut ook nog eens sneller dan de meeste printers. Pas instellingen aan via het grote 9,6 kleuren touchscreen en je print materiaal naar eigen wens. Je maakt ook kopieën of scans en stuur je fax opdrachten naar collega's of zakenpartners. Verbind je smartphone of laptop via wifi of deel de printer in je netwerk via de netwerkkabel.","189,99","HP","Y0S19A","None","Inkjet","A3","4800 x 1200","22 ppm","18 ppm","0,512 GB","58,49 cm x 44,48 cm x 30,64 cm","19,5 kg"
Laserprinters,"Lexmark CS317DN","De Lexmark CS317DN laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt al je documenten in kleur op een tempo van 23 pagina's per minuut. Wil je papier besparen? Druk dan al je printopdrachten automatisch dubbelzijdig af. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Heb je een iPhone of iPad? Verstuur je de printopdrachten draadloos via AirPrint.","119,99","Lexmark","28CC070","None","Laser","A4","1200 x 1200","23 ppm","23 ppm","None","44,2 cm x 40,7 cm x 29,1 cm","20,3 kg"
Labelprinters,"Brother PT-P750W","De Brother PT-P750W maakt labelprinten eenvoudig. Sluit de printer aan op jouw pc en je kunt direct labels printen vanuit Word, Excel en Outlook. Doordat deze labelprinter beschikt over Wi-Fi kun je de labelprinter met meerdere personen delen. Met de gratis te downloaden app kun je zelfs labels ontwerpen en printen vanaf smartphone of tablet. Hierdoor is deze labelprinter een handige toevoeging voor iedereen die orde wil scheppen in zijn (thuis)kantoor.","119,99","Brother","PTP750WUA1","None","None","None","180","None","None","None","7,8 cm x 15,2 cm x 14,3 cm","0,8 kg"
Laserprinters,"Canon I-SENSYS LBP7018C","De Canon I-SENSYS LBP7018C is een kleine en voordelige kleurenlaserprinter voor thuis of op kantoor. Doordat deze printer zó compact is, kan je hem met gemak kwijt op ieder bureau. Met een afdruksnelheid van 16 pagina's per minuut en een eerste afdruk die na 10 seconden uit de printer rolt, hoef je nooit lang te wachten op jouw documenten.","Vanaf 114,-","Canon","4896B004","None","Laser","A4","None","16 ppm","4 ppm","None","40 cm x 39,8 cm x 22,3 cm","12,3 kg"
Laserprinters,"Ricoh SP C240DN","Zet deze Ricoh SP C240DN laserprinter in jouw thuiskantoor en print al je belangrijke documenten. Door de netwerkaansluiting op de printer deel je deze gemakkelijk met andere personen in het huishouden. Print met een afdruksnelheid van 16 pagina's per minuut in zowel zwart als kleur. Hierdoor voldoet hij prima aan de print wensen binnen een thuiskantoor. En dankzij het automatisch dubbelzijdig afdrukken van al je printopdrachten bespaar je op het papiergebruik wat goed is voor het milieu.","131,-","Ricoh","973797","None","Laser","A4","600 x 600","16 ppm","16 ppm","None","40 cm x 45 cm x 32 cm","23,8 kg"
Laserprinters,"Brother DCP-L2540DN","De Brother DCP-L2540DN is ontwikkeld om het printen, scannen en kopiëren eenvoudig en snel te maken. Dit blijkt uit de indrukwekkende eigenschappen. Met een printsnelheid tot 30 pagina's per minuut en de optie automatisch dubbelzijdig te printen, hoef je nooit lang te wachten op jouw prints. Daarnaast bespaar je ook nog eens papier. Kopieer en/of scan je vaak documenten? Ook dat is geen enkel probleem. Het scannen gaat in hoge resolutie en het kopiëren gaat met 26 pagina's per minuut. De automatische documentinvoer (ADF) neemt je werk uit handen. De printer is compact en past op ieder bureau. Daarmee is deze printer een goede keus voor iedereen die vaak documenten print en geen behoefte heeft aan kleurenprints. De L2540DN beschikt over een netwerkverbinding zodat je de printer op de router kan aansluiten.","148,99","Brother","DCPL2540DNRF1","None","Laser","A4","2400 x 600","30 ppm","None","None","40,9 cm x 39,9 cm x 31,6 cm","11,2 kg"
Labelprinters,"DYMO Mobile Labeler","Zet de DYMO Mobile labelprinter op kantoor en label en organiseer al je papierwerk. Je hoeft hem niet dicht bij een stopcontact te plaatsen, want de labeler werkt op een oplaadbare accu. Maak labels van maximaal 24 mm breed. En doordat deze printer gebruik maakt van thermische overdracht, hoef je geen inkt te kopen. Maak je labels op via de 'Dymo Connect' app op je smartphone of tablet en verstuur deze draadloos via bluetooth naar de labelprinter. En gebruik je de printer even niet, dan schakelt hij zichzelf uit.","119,-","Dymo","1978243","None","None","None","300 x 300","None","None","None","None x None x None","None"
