product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Laserprinters,"Samsung Pro Xpress M3875FD","Deze robuuste zwart-wit All-in-One laserprinter haalt met gemak hoge afdruksnelheden tot 38 pagina's per minuut. Een printopdracht is dus zo voor elkaar. Naast normale vellen kan hij ook etiketten, enveloppen en kaarten bedrukken. Omdat hij ook nog over een scanner-, kopieer- en faxfunctie beschikt is hij hij uitermate geschikt voor gebruik op kantoor. Dankzij de netwerkverbinding is het eenvoudig om te printer te delen binnen een netwerk.","319,-","Samsung","SL-M3875FD/SEE","None","Laser","A4","1200 x 1200","38 ppm","None","0,256 GB","41,4 cm x 44,2 cm x 42 cm","15,15 kg"
Laserprinters,"Brother HL-1110","Met de Brother HL-1110 laserprinter print je zwart-wit op je (thuis)kantoor. Bij een snelheid van 20 pagina's per minuut print hij tot 150 vel achter elkaar. Een volle toner is goed voor 1000 pagina's en dus kan jij behoorlijk wat printjes maken op een volle lading. Zoek je een zwart-wit laserprinter zonder poespas die snel veel printjes kan maken? Dan is de Brother HL-1110 een uitstekende keuze.

De juiste toners voor deze printer","66,99","Brother","HL1110RF1","None","Laser","A4","2400 x 600","20 ppm","None","None","34 cm x 23,8 cm x 18,9 cm","4,5 kg"
Inkjetprinters,"Epson WorkForce WF-100W","Met de Epson WorkForce WF-100W kun je altijd en overal dat belangrijke document printen. Met de ingebouwde accu en de mogelijkheid smartphones, tablets en pc's via wifi met de printer te verbinden, heb je geen kabels meer nodig. Dit maakt deze mobiele printer zeer geschikt voor het printen van contracten of andere belangrijke zakelijke informatie.","239,-","Epson","C11CE05402","None","Inkjet","A4","5760 x 1440","7 ppm","4 ppm","None","30,9 cm x 15,4 cm x 6,1 cm","1,6 kg"
Laserprinters,"HP LaserJet Enterprise M607DN","De HP LaserJet Enterprise M607DN is een laserprinter geschikt voor grote bedrijven of voor op drukke kantoorvloeren. De krachtige ingebouwde technologie houdt hackaanvallen tegen en controleert aanpassingen in de printersoftware. Zo voorkom je verspreiding van virussen of ransomware in je bedrijfsnetwerk via de printer. Dankzij de hoge printsnelheid van 52 pagina's per minuut zorgt de printer voor een efficiënte workflow. Wil je tijd én papier besparen? Het apparaat drukt dubbelzijdige pagina's bijna net zo snel af als enkelzijdige pagina's. Bovendien selecteer je pagina's en pas je print wijzigingen toe op het 5,5 cm grote touchscreen.  Daarnaast verwissel je zelden papier, want één invoerlade bevat maximaal 650 A4 papiervellen.","669,-","HP","K0Q15A","None","Laser","A4","1200 x 1200","52 ppm","None","0,512 GB","43 cm x 46,6 cm x 38 cm","21,6 kg"
Inkjetprinters,"HP OfficeJet Pro 8210 (D9L63A)","De HP OfficeJet Pro 8210 e-All-in-One (D9L63A) is een printer voor op een klein kantoor. Stel je printinstellingen in via de knoppen op de printer of via wifi. De printer print automatisch dubbelzijdig waardoor je papier bespaart.","104,99","HP","D9L63A#A81","None","Inkjet","A4","1200 x 1200","22 ppm","18 ppm","None","49,6 cm x 42 cm x 20,3 cm","8,62 kg"
Laserprinters,"Brother DCP-L2500D","De Brother DCP-L2500D is ontwikkeld om het printen, scannen en kopiëren eenvoudig en snel te maken. Dit blijkt uit de indrukwekkende eigenschappen. Met een printsnelheid tot 26 pagina's per minuut en de optie automatisch dubbelzijdig te printen, hoef je nooit lang te wachten op jouw prints. Daarnaast bespaar je ook nog eens papier. Kopieer en/of scan je vaak documenten? Ook dat is geen enkel probleem. Het scannen gaat in hoge resolutie en het kopiëren gaat met 26 pagina's per minuut. Dit alles stuur je eenvoudig aan via de bijgeleverde software. De printer is compact en past op ieder bureau. Daarmee is deze printer een goede keus voor iedereen die vaak documenten print en geen behoefte heeft aan kleurenprints.","92,99","Brother","DCPL2500DRF1","None","Laser","A4","2400 x 600","26 ppm","None","0,032 GB","40,9 cm x 39,9 cm x 26,8 cm","15 kg"
Labelprinters,"DYMO Labelwriter Wireless zwart","De DYMO Labelwriter Wireless is een labelprinter voor het afdrukken van adreslabels, etiketten, ringmap stickers en labels met streepjescodes. Dankzij de wifi verbinding print je labels draadloos direct vanaf je laptop, desktop pc én je smartphone. Je gebruikt de DYMO labelsoftware voor je computer of de mobiele app om labels te ontwerpen en je gewenste instellingen te selecteren. Omdat je labelprinter draadloos werkt, print je vanaf meerdere apparaten. De labelprinter maakt afdrukken via warmte, waardoor je nooit inkt of patronen hoeft te vervangen.","154,99","Dymo","2000931","None","None","None","600 x 300","None","None","None","17,8 cm x 25,4 cm x 18,4 cm","0,633 kg"
Laserprinters,"HP LaserJet Enterprise M605dn","Nooit meer wachten tot dat ene document geprint is, zelfs niet wanneer je met meerdere mensen gebruik maakt van deze printer. Met de HP LaserJet Enterprise M605dn print je namelijk tot maar liefst 55 pagina's per minuut én print je automatisch dubbelzijdig. Daarnaast verwerkt de printer door het ruime werkgeheugen en de snelle processor met gemak meerdere documenten tegelijkertijd.","659,-","HP","E6B70A","None","Laser","A4","1200 x 1200","55 ppm","None","None","42,5 cm x 53,7 cm x 39,9 cm","25,9 kg"
Laserprinters,"HP LaserJet Pro MFP M227fdw","Met deze HP LaserJet Pro MFP M227fdw laserprinter op je kantoor druk je al je opdrachten of aantekeningen eenvoudig af in zwart-wit. Dit gebeurt met een snelheid van 28 pagina's per minuut. Geef met je Android smartphone de printer een tikje en verstuur op korte afstand je printtaken. Voer de gewenste instellingen in op het 6,9 cm kleuren touchscreen als je laptop of pc al uit staat. En bespaar papier door dubbelzijdig automatisch af te drukken. Door de automatische documentinvoer hoef je daarnaast niet handmatig je contracten of facturen in te voeren. Met een oppervlakte zo groot als een houten snijplank is de printer daarnaast te plaatsen op krappe werkplekken. De toner is voorgeïnstalleerd, dus sluit de printer aan via usb of wifi en je print vrijwel direct.","289,-","HP","G3Q75A","None","Laser","A4","1200 x 1200","28 ppm","None","0,256 GB","40,3 cm x 40,7 cm x 31,2 cm","9,4 kg"
Laserprinters,"HP LaserJet Pro M501dn","De HP LaserJet Pro M501dn is een zwart-wit laserprinter voor op kantoor. Door de printsnelheid van 43 pagina's per minuut hoef je nooit lang te wachten op je printjes. Deel de printer via een modem met je collega's, download de HP ePrint app en stuur ook draadloos je opdrachten naar de printer. Je bestanden worden altijd beveiligd verstuurd. Voorzie je opdracht van een pincode als ook je collega's de inhoud niet mogen zien.","309,-","HP","J8H61A#B19","None","Laser","A4","4800 x 600","43 ppm","None","None","41,8 cm x 37,6 cm x 28,9 cm","11,6 kg"
Laserprinters,"HP Color LaserJet Pro MFP M274n","HP Color LaserJet Pro MFP M274n is een compacte multifunctionele printer voor op jouw kantoor. Voer tot 150 vellen in de papierlade en druk al je opdrachten af. Via het touchscreen aan de voorkant voer je eenvoudig print-, scan, en kopieeropdrachten in. Daardoor hoef je niet eerst je pc aan te zetten om de gewenste documenten af te drukken. Met de mogelijkheid de printer bedraad via je modem te delen, koppel je meerdere pc's aan deze printer.","279,-","HP","M6D61A#B19","None","Laser","A4","600 x 600","18 ppm","18 ppm","None","42 cm x 38,4 cm x 32,2 cm","17,5 kg"
Inkjetprinters,"Epson WorkForce Pro WF-5690DWF","Ook op een klein kantoor heb je een snelle printer nodig. De Epson WorkForce Pro WF-5690DWF kan snel printen, scannen, kopiëren en faxen. Dankzij de automatische documentinvoer gaat dit ook nog eens heel eenvoudig. Handig wanneer je regelmatig documenten wil scannen. Daarnaast heb je lage onderhoudskosten. Deze inkjet gebruikt namelijk minder energie en heeft lagere kosten per pagina dan vergelijkbare laserprinters.","289,-","Epson","C11CD14301","None","Inkjet","A4","4800 x 1200","20 ppm","20 ppm","None","46,1 cm x 44,2 cm x 34,2 cm","14,3 kg"
Laserprinters,"Brother HL-L5200DW","Met een printsnelheid tot 40 pagina's per minuut is de Brother HL-L5200DW zwart-wit laserprinter geschikt voor op een groot kantoor. Deel de printer via wifi met de hele werkgroep en print presentaties en notities op eenvoudig via AirPrint of Google Cloud Print. Vertrouwelijke documenten verstuur je met een pincode naar de printer. De papiercapaciteit is uit te breiden van 300 vel tot 1.340 vel. Wanneer de papierlade bijna leeg is, ontvangt de beheerder een mailtje zodat je nooit zonder papier zit.","279,-","Brother","HLL5200DWRF1","None","Laser","A4","1200 x 1200","40 ppm","None","None","37,3 cm x 38,8 cm x 25,5 cm","10,7 kg"
Laserprinters,"Samsung CLP-680ND","De Samsung CLP-680ND is een kleurenlaserprinter die beschikt over een netwerkverbinding, zodat je hem eenvoudig via je router kunt delen. Met een printsnelheid van 25 zwarte pagina's per minuut én de optie automatisch dubbelzijdig te printen, is deze printer met name geschikt indien je veel (tekst)documenten wilt printen. Met de Samsung CLP-680ND kun je ook nog eens 'milieuvriendelijk' printen: met 1 druk op de knop activeer je de eco-modus waardoor je energie en inkt bespaart.","279,-","Samsung","CLP-680ND/SEE","None","Laser","A4","9600 x 600","24 ppm","25 ppm","None","42 cm x 45,25 cm x 31,13 cm","20,15 kg"
Inkjetprinters,"HP DeskJet 2632","Met de HP DeskJet 2632 haal je een eenvoudige all-in-one printer in huis.   Je neemt de printer op in je thuisnetwerk en stuurt vanaf elk apparaat foto's, kleurplaten of werkstukken naar de printer. Maak een kopie van je paspoort of scan rechtstreeks naar je mobiel. Met de HP app stuur je een printopdracht alvast naar je printer. Zo zorg je dat de vliegtickets klaarliggen als je thuiskomt. Weet je niet zeker of je nog kunt printen? Via dezelfde app bekijk je het inkt- en papierniveau van je printer.","49,-","HP","V1N05B","None","Inkjet","A4","None","7,5 ppm","5,5 ppm","None","42,5 cm x 30,4 cm x 14,9 cm","3,42 kg"
Laserprinters,"HP Color LaserJet Pro M254dw","HP Color LaserJet Pro M254dw is een kleuren laserprinter voor middelgrote kantoren. De printer maakt dubbelzijdige afdrukken, waardoor je papier bespaart. Steek een usb stick in de usb poort aan de voorzijde van de printer en je maakt direct afdrukken zonder pc. Bovendien kies je de gewenste bestanden snel en gemakkelijk via het 6,8 centimeter grote kleuren touchscreen. Verbind draadloze apparaten zoals smartphones en laptops via wifi met je printer of neem deze via netwerkkabel op in je bedrijfsnetwerk. Dankzij het werkgeheugen van 256MB laden opdrachten snel en ligt je eerst printje klaar na ongeveer 10 seconden. De energiebesparende HP Auto-On/Auto-Off modus schakelt je printer automatisch in als je een opdracht stuurt.","229,-","HP","T6B60A#B19","None","Laser","A4","600 x 600","21 ppm","21 ppm","0,256 GB","39,2 cm x 43,5 cm x 24,75 cm","13,8 kg"
Inkjetprinters,"Epson Expression Premium XP-6005","De Epson Expression Premium XP-6005 is een All-in-one inkjetprinter voor thuis ontwikkeld om kwalitatieve foto's te printen. Naast wifi om te printen vanaf je computer of smartphone, gebruik je ook een usb stick of geheugenkaart om direct je vakantiefoto's of selfies af te drukken. Dankzij 2 papierlades voor fotopapier en normaal A4-papier hoef je voor afbeeldingen en tekstdocumenten niet tussendoor papier te wisselen. Deze print je ook nog eens dubbelzijdig om papier te besparen. Selecteer op het ingebouwde scherm van 6,1 centimeter en de knoppen meteen de bestanden die je wilt afdrukken. Ben je regelmatig onderweg? Via de Epson iPrint app maak je buitenshuis printopdrachten, zo liggen je documenten voor je klaar bij terugkomst. Ook scan je dankzij de app id-kaarten, brieven of rekeningen direct naar de cloud.","119,-","Epson","C11CG18404","None","Inkjet","A4","5760 x 1440","15,8 ppm","11,3 ppm","None","34,9 cm x 34 cm x 14,2 cm","6,6 kg"
Laserprinters,"Xerox WorkCentre 6605N","De Xerox WorkCentre 6605N is een multifunctionele kleurenlaserprinter. Naast printen, kun je namelijk ook scannen, kopiëren en faxen. Omdat je graag wilt dat meerdere mensen gebruik kunnen maken van de vele functionaliteiten van deze printer is het mogelijk om de printer te delen via de netwerkaansluiting. Met een afdruksnelheid tot 35 pagina's per minuut in kleur en zwart-wit verlies je geen kostbare tijd. De standaard papierlade voor 550 vellen in combinatie met de aparte papierinvoer voor 150 vellen zorgen ervoor dat je niet constant bezig bent met het aanvullen van het papier. Wil je graag snel een document digitaliseren? Met behulp van de dubbelzijdige automatische documentinvoer (DADF) voor 50 vellen zet je de printer aan het werk, terwijl jij zelf weer aan het werk kunt. Met de veelzijdige Xerox WorkCentre 6605N haal je efficiëntie in jouw huis of (thuis)kantoor.","799,-","Xerox","6605V_N","None","Laser","A4","600 dpi x 600 dpi","35 ppm","35 ppm","None","43 cm x 52,8 cm x 56 cm","32,5 kg"
Laserprinters,"Brother HL-1212W","De Brother HL-1212W is de geschikte printoplossing voor een (thuis)kantoor. Deze laserprinter drukt al je facturen en offertes in zwart-wit af met een snelheid van 20 pagina's per minuut. Ben je binnen het bereik van je draadloos netwerk? Verstuur dan draadloos via de iPrint&Scan app vanaf je smartphone of tablet je printjes naar de printer toe. Ook zonder app is het nog steeds mogelijk je printtaken draadloos te versturen vanaf je laptop of pc met wifi. Met zijn afmetingen van 34 x 24 x 18 cm is de printer compact te noemen. En door de 'anti-jam' functie voorkom je papierstoringen. Print met de meegeleverde toner tot 1000 pagina's.","79,-","Brother","HL-1212W","None","Laser","A4","2400 x 600","20 ppm","None","None","23,8 cm x 34 cm x 18,9 cm","4,6 kg"
Laserprinters,"Brother HL-L2300D","De Brother HL-L2300D is een snelle zwart-witlaserprinter voor thuis of op een klein kantoor. Bij een snelheid van 26 pagina's per minuut print hij tot 100 vel achter elkaar. Bovendien zijn er XL toners beschikbaar, waarmee je tot 2600 pagina's print. Dit in combinatie met het compacte formaat, maakt deze printer geschikt voor iedereen die snel, veel printjes wil maken.","79,-","Brother","HLL2300DRF1","None","Laser","A4","2400 x 600","26 ppm","None","None","35,6 cm x 36 cm x 18,3 cm","6,9 kg"
Inkjetprinters,"Epson EcoTank ET-7700","De Epson EcoTank ET-7700 is een All-in-one inkjetprinter voor hobbyfotografen en veeleisende thuisgebruikers. Dankzij het systeem van reservoirs gebruik je navulbare inkt uit meegeleverde flessen in plaats van inktpatronen. Daardoor is de printer zuinig, je print namelijk 3.400 foto's op 10 bij 15 centimeter fotopapier. De extra fotozwart-inkt zorgt hierbij voor diepere zwartwaarden. Bovendien print je beeldmateriaal zonder witranden waardoor het gehele papier netjes bedrukt is. Bewaar fotopapier in de aparte lade om vellen voor tekstdocumenten te scheiden van fotoprints. Via de geheugenkaartslot print je direct afbeeldingen zonder je computer in te schakelen. En dankzij wifi stuur je direct vanaf je telefoon je vakantiefoto's om af te drukken.","599,-","Epson","C11CG15401","None","Inkjet","A4","5760 x 1440","13 ppm","10 ppm","None","39 cm x 34,1 cm x 13,8 cm","6,7 kg"
Laserprinters,"Xerox WorkCentre 6605DN","De Xerox WorkCentre 6605DN is een multifunctionele kleurenlaserprinter waarmee je naast automatisch dubbelzijdig printen, ook kunt scannen, kopiëren en faxen. Deel de printer met meerdere mensen via de netwerkaansluiting. Met een afdruksnelheid tot 35 pagina's per minuut in kleur en zwart-wit hoef je nooit lang te wachten. De standaard papierlade voor 550 vellen in combinatie met de aparte papierinvoer voor 150 vellen zorgen ervoor dat je niet constant bezig bent met het aanvullen van het papier. Wil je graag snel een document digitaliseren? Met behulp van de dubbelzijdige automatische documentinvoer (DADF) voor 50 vellen zet je de printer aan het werk, terwijl jij zelf weer aan het werk kunt. Met de veelzijdige Xerox WorkCentre 6605DN haal je efficiëntie in jouw huis of (thuis)kantoor.","774,-","Xerox","6605V_DN","None","Laser","A4","600 dpi x 600 dpi","35 ppm","35 ppm","None","43 cm x 52,8 cm x 56 cm","32,5 kg"
3D-printers,"Tiertime Up Mini 2","De Tiertime Up Mini 2 is een compacte 3D-printer voor hobbyisten en creatievelingen. De 3D-printer ondersteunt PLA, ABS en ABS+ filamenten met een diameter van 1.75mm. Dankzij het inklapbare handvat vervoer je de 3D-printer gemakkelijk. De minimale laagresolutie die de Up Mini 2 behaald is 0.15mm. Verbind de printer via wifi met je smartphone of laptop en je verzend je printopdracht draadloos. Dankzij de kleine ingebouwde gereedschapslade bewaar je een kniptang om filamenten op maat te knippen. Je favoriete filament bewaar je in de meegeleverde filamenthouder. Op het 10,16 centimeter kleuren touchscreen houd je de temperatuur van de 3D-printer in de gaten, kalibreer je het printbed en stel je printinstellingen naar eigen smaak in.","749,-","Tiertime","CB00020","None","None","None","None","None","None","None","36,5 cm x 25,5 cm x 38,5 cm","8 kg"
Laserprinters,"HP Color LaserJet Enterprise M553DN","Ben je op zoek naar een printer voor op het kantoor, maar heb je niet de ruimte voor een grote printer? De HP Color LaserJet Enterprise M553DN is razendsnel én compact zodat je hem overal kunt plaatsen. Verbind de printer simpelweg met je netwerk en je print via de HP ePrint app direct vanaf smartphone, tablet, pc of laptop. Ook aan de kosten per pagina is gedacht: met de XL-toners print je zeer voordelig.","579,-","HP","B5L25A#B19","None","Laser","A4","3600 x 3600","38 ppm","38 ppm","None","45,8 cm x 47,9 cm x 39,9 cm","27 kg"
Laserprinters,"HP LaserJet Pro M102a","De HP LaserJet Pro M102a laserprinter is een eenvoudige zwart-wit printer, geschikt voor een kleine onderneming. Je sluit de printer simpel aan via usb op je laptop of pc. En drukt al je facturen en notities af met een snelheid van 22 pagina's. Met de Auto-on/Auto-off functie gaat de printer meteen aan wanneer je op de print knop drukt. Hierdoor haal jij je eerste contract of factuur na 7,3 seconden op. Via AirPrint stuur jij je printtaken naar de printer toe als je een iPhone of iPad hebt. Of met Google Cloud printing druk je je documenten meteen af vanuit de cloud.","72,99","HP","G3Q34A#B19","None","Laser","A4","600 x 600","22 ppm","None","None","36,47 cm x 24,73 cm x 19 cm","4,7 kg"
Laserprinters,"Lexmark CS827DE","De Lexmark CS827DE laserprinter beschikt over een veelvoud aan beveiligingsfuncties, wat hem geschikt maakt voor bijvoorbeeld overheidsinstellingen. Met de ingebouwde nietmachine maakt de printer meteen boekjes voor je zonder dat jij dit achteraf nog doet. Dankzij het Lexmark Device and Fleet management systeem beheer en stel al je printers in vanaf 1 centrale locatie. Geef gebruikers toegang tot de printer of beperk juist bepaalde functies per gebruiker. Kies welke poort- en TCP-filters openstaan om zo onbevoegden kans te geven om gevoelige informatie buit te maken. Beveilig de printer door iedere printtaak pas vrij te geven als je de juiste pincode invoert. Print zonder tussenkomst van een pc, dankzij het 10,9 cm grote kleuren touchscreen.","569,-","Lexmark","21KC230","None","Laser","A4","2400 x 600","57 ppm","57 ppm","1,024 GB","55,9 cm x 52,2 cm x 53,6 cm","62,3 kg"
Inkjetprinters,"Epson Expression Premium XP-6000","De Epson Expression Premium XP-6000 is een All-in-one inkjetprinter voor thuis ontwikkeld om kwalitatieve foto's te printen. Naast wifi om te printen vanaf je computer of smartphone, gebruik je ook een usb stick of geheugenkaart om direct je vakantiefoto's of selfies af te drukken. Dankzij 2 papierlades voor fotopapier en normaal A4-papier hoef je voor afbeeldingen en tekstdocumenten niet tussendoor papier te wisselen. Deze print je ook nog eens dubbelzijdig om papier te besparen. Selecteer op het ingebouwde scherm van 6,1 centimeter en de knoppen meteen de bestanden die je wilt afdrukken. Ben je regelmatig onderweg? Via de Epson iPrint app maak je buitenshuis printopdrachten, zo liggen je documenten voor je klaar bij terugkomst. Ook scan je dankzij de app id-kaarten, brieven of rekeningen direct naar de cloud.","119,-","Epson","C11CG18403","None","Inkjet","A4","5760 x 1440","15,8 ppm","11,3 ppm","None","34,9 cm x 34 cm x 14,2 cm","6,6 kg"
Laserprinters,"Canon i-SENSYS LBP6030W","Als je veel tekst print is een laserprinter een goede keuze. Met deze Canon laserprinter druk jij al jouw documenten snel en haarscherp af. Ook hoef je niet bang te zijn dat je inkt uitdroogt. Omdat deze printer met tonerpoeder werkt, is af en toe printen geen probleem. Verbind je printer met je laptop of pc en je hebt altijd een betrouwbare printer om belangrijke documenten te printen.

De juiste toners voor deze printer","114,95","Canon","8468B002","None","Laser","A4","600 x 600","18 ppm","None","None","36,4 cm x 24,9 cm x 19,9 cm","5 kg"
Labelprinters,"Brother PT-D210VP","Voorzie je (kantoor)accessoires van een label met een Brother PT-D210VP labelprinter voor thuis en kantoor. Labels die je vaker uit moet printen, sla je op in het geheugen. Maak je keuze uit de 14 lettertypes en 97 kaders of selecteer 1 van de 27 voorgeprogrammeerde sjablonen. Je bekijkt het voorbeeld voor het printen op het display. Voorzie bijvoorbeeld de snoeren onder je bureau van labels om orde te scheppen. Of label je stekjes in de tuin, zodat je je altijd weet welk plantje er staat.","29,99","Brother","PTD210VPUR1","None","None","None","9 x 12","None","None","None","15,7 cm x 14,9 cm x 6,8 cm","0,49 kg"
Labelprinters,"Zebra ZD420-C0EE00EZ","Met deze Zebra ZD420 labelprinter maak je eenvoudig etiketten en labels om zo je hele werkplek te ordenen. Dit gebeurt door middel van directe thermische printtechnologie wat betekent dat door hitteoverdracht de labels worden bedrukt. Verstuur draadloos je printopdrachten naar de labelprinter. Zo hoeft de labelprinter niet vastgekoppeld te zijn aan een laptop of pc. Het vervangen van de cartridge is gebruiksvriendelijker dan bij andere labelprinters. Je schuift de oude eruit en schuift de nieuwe er zo in zonder dat de lint in de cartridge in de war raakt. Geen wifi in de buurt? Sluit de labelprinter aan via usb en label je documenten, mappen of collega's zodat je je spullen snel vindt.","519,-","Zebra","ZD42042-C0EE00EZ","None","None","None","203 x 300","None","None","None","20,2 cm x 25,4 cm x 17,7 cm","2,3 kg"
Laserprinters,"Lexmark MS317DN","De Lexmark MS317DN laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt tekstdocumenten op een hoog tempo van wel van 33 pagina's per minuut. En om papier te besparen druk je je documenten automatisch dubbelzijdig af. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Met een iPhone of iPad verstuur je de printopdrachten draadloos via AirPrint.","84,99","Lexmark","35SC080","None","Laser","A4","1200 x 1200","33 ppm","None","None","39,9 cm x 38,2 cm x 26,3 cm","14 kg"
Labelprinters,"Zebra ZD420-C0EM00EZ","Met deze Zebra ZD420 labelprinter maak je eenvoudig etiketten en labels om zo je hele werkplek te ordenen. Dit gebeurt door middel van directe thermische printtechnologie wat betekent dat door hitteoverdracht de labels worden bedrukt. Verstuur draadloos je printopdrachten naar de labelprinter. Zo hoeft de labelprinter niet vastgekoppeld te zijn aan een laptop of pc. Het vervangen van de cartridge is gebruiksvriendelijker dan bij andere labelprinters. Je schuift de oude eruit en schuift de nieuwe er zo in zonder dat de lint in de cartridge in de war raakt. Geen wifi netwerk in de buurt? Sluit de labelprinter aan via usb en label je documenten, mappen of collega's zodat je je spullen snel vindt.","519,-","Zebra","ZD42042-C0EM00EZ","None","None","None","203 x 300","None","None","None","20,2 cm x 25,4 cm x 17,7 cm","2,3 kg"
Laserprinters,"Lexmark CS417DN","Print al je presentaties en handouts in zwart of kleur met de Lexmark CS417DN laserprinter, wat hem geschikt maakt voor marketing- of architectenbureaus. Om de 2 seconden drukt de printer een pagina af, waardoor je niet lang wacht tot je printjes klaar zijn. Dankzij de ingebouwde beveiligingsfuncties bepaal en controleer je wie mag printen met deze printer. Plaats een usb stick aan de voorzijde van de printer en druk je mindmaps af zonder dat je pc aan hoeft. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Pas de printerinstellingen binnen de app aan voor je daadwerkelijk op de print knop drukt, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus.","108,90","Lexmark","28DC070","None","Laser","A4","2400 x 600","30 ppm","30 ppm","0,256 GB","44,2 cm x 40,7 cm x 29 cm","20,5 kg"
Laserprinters,"Brother HL-L6300DWT","De Brother HL-L6300DWT is de geschikte printoplossing voor een (midden- en klein)bedrijf. Deze laserprinter drukt al je facturen en offertes in zwart-wit af met een snelheid van 46 pagina's per minuut. Voer op het 4,5 cm grote kleuren touchscreen je printopdrachten en print zonder tussenkomst van een pc. Met de extra grote papierlade met een capaciteit van 520 vel, waarvan je er twee krijgt, hoef je niet vaak je papier aan te vullen. En met de meegeleverde toner druk je tot 8.000 pagina's af. Ben je binnen het bereik van je draadloos netwerk? Verstuur dan draadloos via de iPrint&Scan app vanaf je smartphone of tablet je printjes naar de printer toe.","529,-","Brother","HL-L6300DWT","None","Laser","A4","1200 x 1200","46 ppm","None","None","39,6 cm x 40 cm x 28,8 cm","17,1 kg"
Inkjetprinters,"Epson Expression Photo XP-960","Met de Epson Expression Photo XP-960 zet jij je foto's eenvoudig om in haarscherpe, tastbare herinneringen. Of je nu graag foto's neemt met je telefoon, camera of tablet, je verstuurt de foto's draadloos naar deze printer. Ook grotere en dikkere documenten bedrukken is met deze printer geen probleem. Je print namelijk op dik papier tot A3-formaat. Via het touchscreen van 10,9 centimeter vind je altijd de juiste instelling.","219,-","Epson","C11CE82402","None","Inkjet","A3","5760 x 1440","8,5 ppm","8 ppm","None","47,9 cm x 35,6 cm x 14,8 cm","8,7 kg"
Laserprinters,"Lexmark MX617DE","De Lexmark MX617DE All-in-one laserprinter is geschikt voor notariskantoren en banken. Dankzij de ingebouwde beveiligingsfuncties autoriseer en controleer je wie mag printen, scannen én faxen met deze printer. Plaats een usb stick aan de voorzijde van de printer en bekijk het printvoorbeeld op het 17,8 cm grote kleuren touchscreen. Op dit grote scherm pas jij simpel je printtaak aan. Met de Lexmark Mobile app voor iOS of Android voeg je nieuwe printers toe aan het netwerk door een QR code te scannen met de app, wat zorgt voor meer gebruiksgemak. Pas de printerinstellingen binnen de app aan voor je daadwerkelijk op de print knop drukt, zoals dubbelzijdig afdrukken of printen in landschap- of portretmodus.","519,-","Lexmark","35SC750","None","Laser","A4","1200 x 1200","47 ppm","None","1,024 GB","48,9 cm x 47,9 cm x 56,1 cm","23,6 kg"
Laserprinters,"Brother MFC-L2740DW","De Brother MFC-L2740DW is een compacte zwart-wit laserprinter die razendsnel kan printen, kopiëren, scannen en faxen. Printen, scannen en kopiëren kan automatisch dubbelzijdig waardoor je papier en tijd bespaart. Via Wi-Fi verstuur je draadloos opdrachten naar de printer met je tablet, smartphone of pc. De L2740DW heeft een touchscreen van 6,8 cm waardoor hij eenvoudig in gebruik is.","209,-","Brother","MFCL2740DWRF1","None","Laser","A4","2400 x 600","30 ppm","None","None","40,9 cm x 39,9 cm x 31,6 cm","11,8 kg"
Laserprinters,"Lexmark MS417DN","De Lexmark MS417DN laserprinter print alle papierwerk in een (klein) bedrijf. De printer verwerkt tekstdocumenten op een hoog tempo van wel 38 pagina's per minuut. En om meer tijd en papier te besparen druk je je documenten automatisch dubbelzijdig af. Daarnaast lees je op het 6 cm grote kleurenscherm de informatie af van je printopdrachten en stel je met de knoppen ernaast de instellingen in. Met de netwerkaansluiting deel je de printer gemakkelijk met alle werknemers binnen je bedrijf. Met een iPhone of iPad verstuur je de printopdrachten draadloos via AirPrint.","84,70","Lexmark","35SC280","None","Laser","A4","1200 x 1200","38 ppm","None","None","39,9 cm x 38,2 cm x 26,3 cm","14,2 kg"
Inkjetprinters,"Canon PIXMA MG3053 Blauw Wit","De Canon PIXMA MG3053 zet je thuis op je bureau en je verstuurt draadloos via wifi al je printopdrachten vanaf je smartphone. Daarnaast print je ook al je documenten of foto's vanuit de cloud of je social media accounts. Ben je niet in de buurt van een wifi netwerk dan is dat geen probleem. Start de Canon Print app op op je smartphone of tablet en maak via de 'Access Point-modus' verbinding met de printer. Zo heb je geen excuus meer om bijvoorbeeld tickets uit te printen voor je vrienden. De printer schakelt zichzelf aan vanuit de energiebesparingsstand door middel van de 'Auto Power On' functie. Je print dus direct zonder dat je het apparaat handmatig aan moet zetten.","49,99","Canon","1346C066","None","Inkjet","A4","4800 x 600","8 ppm","4 ppm","None","42,6 cm x 30,6 cm x 14,5 cm","3,5 kg"
